minimo {99999,-99999}
minimo {98834,-98834}
minimo {98833,-98833}
minimo {98832,-98832}
minimo {98831,-98831}
minimo {98830,-98830}
minimo {98829,-98829}
minimo {98828,-98828}
minimo {98827,-98827}
minimo {98826,-98826}
minimo {98825,-98825}
minimo {98824,-98824}
minimo {98823,-98823}
minimo {98822,-98822}
minimo {98821,-98821}
minimo {98820,-98820}
minimo {98819,-98819}
minimo {98818,-98818}
minimo {98817,-98817}
minimo {98816,-98816}
minimo {98815,-98815}
minimo {98814,-98814}
minimo {98813,-98813}
minimo {98812,-98812}
minimo {98811,-98811}
minimo {98810,-98810}
minimo {98809,-98809}
minimo {98808,-98808}
minimo {98807,-98807}
minimo {98806,-98806}
minimo {98805,-98805}
minimo {98804,-98804}
minimo {98803,-98803}
minimo {98802,-98802}
minimo {98801,-98801}
minimo {98800,-98800}
minimo {98799,-98799}
minimo {98798,-98798}
minimo {98797,-98797}
minimo {98796,-98796}
minimo {98795,-98795}
minimo {98794,-98794}
minimo {98793,-98793}
minimo {98792,-98792}
minimo {98791,-98791}
minimo {98790,-98790}
minimo {98789,-98789}
minimo {98788,-98788}
minimo {98787,-98787}
minimo {98786,-98786}
minimo {98785,-98785}
minimo {98784,-98784}
minimo {98783,-98783}
minimo {98782,-98782}
minimo {98781,-98781}
minimo {98780,-98780}
minimo {98779,-98779}
minimo {98778,-98778}
minimo {98777,-98777}
minimo {98776,-98776}
minimo {98775,-98775}
minimo {98774,-98774}
minimo {98773,-98773}
minimo {98772,-98772}
minimo {98771,-98771}
minimo {98770,-98770}
minimo {98769,-98769}
minimo {98768,-98768}
minimo {98767,-98767}
minimo {98766,-98766}
minimo {98765,-98765}
minimo {98764,-98764}
minimo {98763,-98763}
minimo {98762,-98762}
minimo {98761,-98761}
minimo {98760,-98760}
minimo {98759,-98759}
minimo {98758,-98758}
minimo {98757,-98757}
minimo {98756,-98756}
minimo {98755,-98755}
minimo {98754,-98754}
minimo {98753,-98753}
minimo {98752,-98752}
minimo {98751,-98751}
minimo {98750,-98750}
minimo {98749,-98749}
minimo {98748,-98748}
minimo {98747,-98747}
minimo {98746,-98746}
minimo {98745,-98745}
minimo {98744,-98744}
minimo {98743,-98743}
minimo {98742,-98742}
minimo {98741,-98741}
minimo {98740,-98740}
minimo {98739,-98739}
minimo {98738,-98738}
minimo {98737,-98737}
minimo {98736,-98736}
minimo {98735,-98735}
minimo {98734,-98734}
minimo {98733,-98733}
minimo {98732,-98732}
minimo {98731,-98731}
minimo {98730,-98730}
minimo {98729,-98729}
minimo {98728,-98728}
minimo {98727,-98727}
minimo {98726,-98726}
minimo {98725,-98725}
minimo {98724,-98724}
minimo {98723,-98723}
minimo {98722,-98722}
minimo {98721,-98721}
minimo {98720,-98720}
minimo {98719,-98719}
minimo {98718,-98718}
minimo {98717,-98717}
minimo {98716,-98716}
minimo {98715,-98715}
minimo {98714,-98714}
minimo {98713,-98713}
minimo {98712,-98712}
minimo {98711,-98711}
minimo {98710,-98710}
minimo {98709,-98709}
minimo {98708,-98708}
minimo {98707,-98707}
minimo {98706,-98706}
minimo {98705,-98705}
minimo {98704,-98704}
minimo {98703,-98703}
minimo {98702,-98702}
minimo {98701,-98701}
minimo {98700,-98700}
minimo {98699,-98699}
minimo {98698,-98698}
minimo {98697,-98697}
minimo {98696,-98696}
minimo {98695,-98695}
minimo {98694,-98694}
minimo {98693,-98693}
minimo {98692,-98692}
minimo {98691,-98691}
minimo {98690,-98690}
minimo {98689,-98689}
minimo {98688,-98688}
minimo {98687,-98687}
minimo {98686,-98686}
minimo {98685,-98685}
minimo {98684,-98684}
minimo {98683,-98683}
minimo {98682,-98682}
minimo {98681,-98681}
minimo {98680,-98680}
minimo {98679,-98679}
minimo {98678,-98678}
minimo {98677,-98677}
minimo {98676,-98676}
minimo {98675,-98675}
minimo {98674,-98674}
minimo {98673,-98673}
minimo {98672,-98672}
minimo {98671,-98671}
minimo {98670,-98670}
minimo {98669,-98669}
minimo {98668,-98668}
minimo {98667,-98667}
minimo {98666,-98666}
minimo {98665,-98665}
minimo {98664,-98664}
minimo {98663,-98663}
minimo {98662,-98662}
minimo {98661,-98661}
minimo {98660,-98660}
minimo {98659,-98659}
minimo {98658,-98658}
minimo {98657,-98657}
minimo {98656,-98656}
minimo {98655,-98655}
minimo {98654,-98654}
minimo {98653,-98653}
minimo {98652,-98652}
minimo {98651,-98651}
minimo {98650,-98650}
minimo {98649,-98649}
minimo {98648,-98648}
minimo {98647,-98647}
minimo {98646,-98646}
minimo {98645,-98645}
minimo {98644,-98644}
minimo {98643,-98643}
minimo {98642,-98642}
minimo {98641,-98641}
minimo {98640,-98640}
minimo {98639,-98639}
minimo {98638,-98638}
minimo {98637,-98637}
minimo {98636,-98636}
minimo {98635,-98635}
minimo {98634,-98634}
minimo {98633,-98633}
minimo {98632,-98632}
minimo {98631,-98631}
minimo {98630,-98630}
minimo {98629,-98629}
minimo {98628,-98628}
minimo {98627,-98627}
minimo {98626,-98626}
minimo {98625,-98625}
minimo {98624,-98624}
minimo {98623,-98623}
minimo {98622,-98622}
minimo {98621,-98621}
minimo {98620,-98620}
minimo {98619,-98619}
minimo {98618,-98618}
minimo {98617,-98617}
minimo {98616,-98616}
minimo {98615,-98615}
minimo {98614,-98614}
minimo {98613,-98613}
minimo {98612,-98612}
minimo {98611,-98611}
minimo {98610,-98610}
minimo {98609,-98609}
minimo {98608,-98608}
minimo {98607,-98607}
minimo {98606,-98606}
minimo {98605,-98605}
minimo {98604,-98604}
minimo {98603,-98603}
minimo {98602,-98602}
minimo {98601,-98601}
minimo {98600,-98600}
minimo {98599,-98599}
minimo {98598,-98598}
minimo {98597,-98597}
minimo {98596,-98596}
minimo {98595,-98595}
minimo {98594,-98594}
minimo {98593,-98593}
minimo {98592,-98592}
minimo {98591,-98591}
minimo {98590,-98590}
minimo {98589,-98589}
minimo {98588,-98588}
minimo {98587,-98587}
minimo {98586,-98586}
minimo {98585,-98585}
minimo {98584,-98584}
minimo {98583,-98583}
minimo {98582,-98582}
minimo {98581,-98581}
minimo {98580,-98580}
minimo {98579,-98579}
minimo {98578,-98578}
minimo {98577,-98577}
minimo {98576,-98576}
minimo {98575,-98575}
minimo {98574,-98574}
minimo {98573,-98573}
minimo {98572,-98572}
minimo {98571,-98571}
minimo {98570,-98570}
minimo {98569,-98569}
minimo {98568,-98568}
minimo {98567,-98567}
minimo {98566,-98566}
minimo {98565,-98565}
minimo {98564,-98564}
minimo {98563,-98563}
minimo {98562,-98562}
minimo {98561,-98561}
minimo {98560,-98560}
minimo {98559,-98559}
minimo {98558,-98558}
minimo {98557,-98557}
minimo {98556,-98556}
minimo {98555,-98555}
minimo {98554,-98554}
minimo {98553,-98553}
minimo {98552,-98552}
minimo {98551,-98551}
minimo {98550,-98550}
minimo {98549,-98549}
minimo {98548,-98548}
minimo {98547,-98547}
minimo {98546,-98546}
minimo {98545,-98545}
minimo {98544,-98544}
minimo {98543,-98543}
minimo {98542,-98542}
minimo {98541,-98541}
minimo {98540,-98540}
minimo {98539,-98539}
minimo {98538,-98538}
minimo {98537,-98537}
minimo {98536,-98536}
minimo {98535,-98535}
minimo {98534,-98534}
minimo {98533,-98533}
minimo {98532,-98532}
minimo {98531,-98531}
minimo {98530,-98530}
minimo {98529,-98529}
minimo {98528,-98528}
minimo {98527,-98527}
minimo {98526,-98526}
minimo {98525,-98525}
minimo {98524,-98524}
minimo {98523,-98523}
minimo {98522,-98522}
minimo {98521,-98521}
minimo {98520,-98520}
minimo {98519,-98519}
minimo {98518,-98518}
minimo {98517,-98517}
minimo {98516,-98516}
minimo {98515,-98515}
minimo {98514,-98514}
minimo {98513,-98513}
minimo {98512,-98512}
minimo {98511,-98511}
minimo {98510,-98510}
minimo {98509,-98509}
minimo {98508,-98508}
minimo {98507,-98507}
minimo {98506,-98506}
minimo {98505,-98505}
minimo {98504,-98504}
minimo {98503,-98503}
minimo {98502,-98502}
minimo {98501,-98501}
minimo {98500,-98500}
minimo {98499,-98499}
minimo {98498,-98498}
minimo {98497,-98497}
minimo {98496,-98496}
minimo {98495,-98495}
minimo {98494,-98494}
minimo {98493,-98493}
minimo {98492,-98492}
minimo {98491,-98491}
minimo {98490,-98490}
minimo {98489,-98489}
minimo {98488,-98488}
minimo {98487,-98487}
minimo {98486,-98486}
minimo {98485,-98485}
minimo {98484,-98484}
minimo {98483,-98483}
minimo {98482,-98482}
minimo {98481,-98481}
minimo {98480,-98480}
minimo {98479,-98479}
minimo {98478,-98478}
minimo {98477,-98477}
minimo {98476,-98476}
minimo {98475,-98475}
minimo {98474,-98474}
minimo {98473,-98473}
minimo {98472,-98472}
minimo {98471,-98471}
minimo {98470,-98470}
minimo {98469,-98469}
minimo {98468,-98468}
minimo {98467,-98467}
minimo {98466,-98466}
minimo {98465,-98465}
minimo {98464,-98464}
minimo {98463,-98463}
minimo {98462,-98462}
minimo {98461,-98461}
minimo {98460,-98460}
minimo {98459,-98459}
minimo {98458,-98458}
minimo {98457,-98457}
minimo {98456,-98456}
minimo {98455,-98455}
minimo {98454,-98454}
minimo {98453,-98453}
minimo {98452,-98452}
minimo {98451,-98451}
minimo {98450,-98450}
minimo {98449,-98449}
minimo {98448,-98448}
minimo {98447,-98447}
minimo {98446,-98446}
minimo {98445,-98445}
minimo {98444,-98444}
minimo {98443,-98443}
minimo {98442,-98442}
minimo {98441,-98441}
minimo {98440,-98440}
minimo {98439,-98439}
minimo {98438,-98438}
minimo {98437,-98437}
minimo {98436,-98436}
minimo {98435,-98435}
minimo {98434,-98434}
minimo {98433,-98433}
minimo {98432,-98432}
minimo {98431,-98431}
minimo {98430,-98430}
minimo {98429,-98429}
minimo {98428,-98428}
minimo {98427,-98427}
minimo {98426,-98426}
minimo {98425,-98425}
minimo {98424,-98424}
minimo {98423,-98423}
minimo {98422,-98422}
minimo {98421,-98421}
minimo {98420,-98420}
minimo {98419,-98419}
minimo {98418,-98418}
minimo {98417,-98417}
minimo {98416,-98416}
minimo {98415,-98415}
minimo {98414,-98414}
minimo {98413,-98413}
minimo {98412,-98412}
minimo {98411,-98411}
minimo {98410,-98410}
minimo {98409,-98409}
minimo {98408,-98408}
minimo {98407,-98407}
minimo {98406,-98406}
minimo {98405,-98405}
minimo {98404,-98404}
minimo {98403,-98403}
minimo {98402,-98402}
minimo {98401,-98401}
minimo {98400,-98400}
minimo {98399,-98399}
minimo {98398,-98398}
minimo {98397,-98397}
minimo {98396,-98396}
minimo {98395,-98395}
minimo {98394,-98394}
minimo {98393,-98393}
minimo {98392,-98392}
minimo {98391,-98391}
minimo {98390,-98390}
minimo {98389,-98389}
minimo {98388,-98388}
minimo {98387,-98387}
minimo {98386,-98386}
minimo {98385,-98385}
minimo {98384,-98384}
minimo {98383,-98383}
minimo {98382,-98382}
minimo {98381,-98381}
minimo {98380,-98380}
minimo {98379,-98379}
minimo {98378,-98378}
minimo {98377,-98377}
minimo {98376,-98376}
minimo {98375,-98375}
minimo {98374,-98374}
minimo {98373,-98373}
minimo {98372,-98372}
minimo {98371,-98371}
minimo {98370,-98370}
minimo {98369,-98369}
minimo {98368,-98368}
minimo {98367,-98367}
minimo {98366,-98366}
minimo {98365,-98365}
minimo {98364,-98364}
minimo {98363,-98363}
minimo {98362,-98362}
minimo {98361,-98361}
minimo {98360,-98360}
minimo {98359,-98359}
minimo {98358,-98358}
minimo {98357,-98357}
minimo {98356,-98356}
minimo {98355,-98355}
minimo {98354,-98354}
minimo {98353,-98353}
minimo {98352,-98352}
minimo {98351,-98351}
minimo {98350,-98350}
minimo {98349,-98349}
minimo {98348,-98348}
minimo {98347,-98347}
minimo {98346,-98346}
minimo {98345,-98345}
minimo {98344,-98344}
minimo {98343,-98343}
minimo {98342,-98342}
minimo {98341,-98341}
minimo {98340,-98340}
minimo {98339,-98339}
minimo {98338,-98338}
minimo {98337,-98337}
minimo {98336,-98336}
minimo {98335,-98335}
minimo {98334,-98334}
minimo {98333,-98333}
minimo {98332,-98332}
minimo {98331,-98331}
minimo {98330,-98330}
minimo {98329,-98329}
minimo {98328,-98328}
minimo {98327,-98327}
minimo {98326,-98326}
minimo {98325,-98325}
minimo {98324,-98324}
minimo {98323,-98323}
minimo {98322,-98322}
minimo {98321,-98321}
minimo {98320,-98320}
minimo {98319,-98319}
minimo {98318,-98318}
minimo {98317,-98317}
minimo {98316,-98316}
minimo {98315,-98315}
minimo {98314,-98314}
minimo {98313,-98313}
minimo {98312,-98312}
minimo {98311,-98311}
minimo {98310,-98310}
minimo {98309,-98309}
minimo {98308,-98308}
minimo {98307,-98307}
minimo {98306,-98306}
minimo {98305,-98305}
minimo {98304,-98304}
minimo {98303,-98303}
minimo {98302,-98302}
minimo {98301,-98301}
minimo {98300,-98300}
minimo {98299,-98299}
minimo {98298,-98298}
minimo {98297,-98297}
minimo {98296,-98296}
minimo {98295,-98295}
minimo {98294,-98294}
minimo {98293,-98293}
minimo {98292,-98292}
minimo {98291,-98291}
minimo {98290,-98290}
minimo {98289,-98289}
minimo {98288,-98288}
minimo {98287,-98287}
minimo {98286,-98286}
minimo {98285,-98285}
minimo {98284,-98284}
minimo {98283,-98283}
minimo {98282,-98282}
minimo {98281,-98281}
minimo {98280,-98280}
minimo {98279,-98279}
minimo {98278,-98278}
minimo {98277,-98277}
minimo {98276,-98276}
minimo {98275,-98275}
minimo {98274,-98274}
minimo {98273,-98273}
minimo {98272,-98272}
minimo {98271,-98271}
minimo {98270,-98270}
minimo {98269,-98269}
minimo {98268,-98268}
minimo {98267,-98267}
minimo {98266,-98266}
minimo {98265,-98265}
minimo {98264,-98264}
minimo {98263,-98263}
minimo {98262,-98262}
minimo {98261,-98261}
minimo {98260,-98260}
minimo {98259,-98259}
minimo {98258,-98258}
minimo {98257,-98257}
minimo {98256,-98256}
minimo {98255,-98255}
minimo {98254,-98254}
minimo {98253,-98253}
minimo {98252,-98252}
minimo {98251,-98251}
minimo {98250,-98250}
minimo {98249,-98249}
minimo {98248,-98248}
minimo {98247,-98247}
minimo {98246,-98246}
minimo {98245,-98245}
minimo {98244,-98244}
minimo {98243,-98243}
minimo {98242,-98242}
minimo {98241,-98241}
minimo {98240,-98240}
minimo {98239,-98239}
minimo {98238,-98238}
minimo {98237,-98237}
minimo {98236,-98236}
minimo {98235,-98235}
minimo {98234,-98234}
minimo {98233,-98233}
minimo {98232,-98232}
minimo {98231,-98231}
minimo {98230,-98230}
minimo {98229,-98229}
minimo {98228,-98228}
minimo {98227,-98227}
minimo {98226,-98226}
minimo {98225,-98225}
minimo {98224,-98224}
minimo {98223,-98223}
minimo {98222,-98222}
minimo {98221,-98221}
minimo {98220,-98220}
minimo {98219,-98219}
minimo {98218,-98218}
minimo {98217,-98217}
minimo {98216,-98216}
minimo {98215,-98215}
minimo {98214,-98214}
minimo {98213,-98213}
minimo {98212,-98212}
minimo {98211,-98211}
minimo {98210,-98210}
minimo {98209,-98209}
minimo {98208,-98208}
minimo {98207,-98207}
minimo {98206,-98206}
minimo {98205,-98205}
minimo {98204,-98204}
minimo {98203,-98203}
minimo {98202,-98202}
minimo {98201,-98201}
minimo {98200,-98200}
minimo {98199,-98199}
minimo {98198,-98198}
minimo {98197,-98197}
minimo {98196,-98196}
minimo {98195,-98195}
minimo {98194,-98194}
minimo {98193,-98193}
minimo {98192,-98192}
minimo {98191,-98191}
minimo {98190,-98190}
minimo {98189,-98189}
minimo {98188,-98188}
minimo {98187,-98187}
minimo {98186,-98186}
minimo {98185,-98185}
minimo {98184,-98184}
minimo {98183,-98183}
minimo {98182,-98182}
minimo {98181,-98181}
minimo {98180,-98180}
minimo {98179,-98179}
minimo {98178,-98178}
minimo {98177,-98177}
minimo {98176,-98176}
minimo {98175,-98175}
minimo {98174,-98174}
minimo {98173,-98173}
minimo {98172,-98172}
minimo {98171,-98171}
minimo {98170,-98170}
minimo {98169,-98169}
minimo {98168,-98168}
minimo {98167,-98167}
minimo {98166,-98166}
minimo {98165,-98165}
minimo {98164,-98164}
minimo {98163,-98163}
minimo {98162,-98162}
minimo {98161,-98161}
minimo {98160,-98160}
minimo {98159,-98159}
minimo {98158,-98158}
minimo {98157,-98157}
minimo {98156,-98156}
minimo {98155,-98155}
minimo {98154,-98154}
minimo {98153,-98153}
minimo {98152,-98152}
minimo {98151,-98151}
minimo {98150,-98150}
minimo {98149,-98149}
minimo {98148,-98148}
minimo {98147,-98147}
minimo {98146,-98146}
minimo {98145,-98145}
minimo {98144,-98144}
minimo {98143,-98143}
minimo {98142,-98142}
minimo {98141,-98141}
minimo {98140,-98140}
minimo {98139,-98139}
minimo {98138,-98138}
minimo {98137,-98137}
minimo {98136,-98136}
minimo {98135,-98135}
minimo {98134,-98134}
minimo {98133,-98133}
minimo {98132,-98132}
minimo {98131,-98131}
minimo {98130,-98130}
minimo {98129,-98129}
minimo {98128,-98128}
minimo {98127,-98127}
minimo {98126,-98126}
minimo {98125,-98125}
minimo {98124,-98124}
minimo {98123,-98123}
minimo {98122,-98122}
minimo {98121,-98121}
minimo {98120,-98120}
minimo {98119,-98119}
minimo {98118,-98118}
minimo {98117,-98117}
minimo {98116,-98116}
minimo {98115,-98115}
minimo {98114,-98114}
minimo {98113,-98113}
minimo {98112,-98112}
minimo {98111,-98111}
minimo {98110,-98110}
minimo {98109,-98109}
minimo {98108,-98108}
minimo {98107,-98107}
minimo {98106,-98106}
minimo {98105,-98105}
minimo {98104,-98104}
minimo {98103,-98103}
minimo {98102,-98102}
minimo {98101,-98101}
minimo {98100,-98100}
minimo {98099,-98099}
minimo {98098,-98098}
minimo {98097,-98097}
minimo {98096,-98096}
minimo {98095,-98095}
minimo {98094,-98094}
minimo {98093,-98093}
minimo {98092,-98092}
minimo {98091,-98091}
minimo {98090,-98090}
minimo {98089,-98089}
minimo {98088,-98088}
minimo {98087,-98087}
minimo {98086,-98086}
minimo {98085,-98085}
minimo {98084,-98084}
minimo {98083,-98083}
minimo {98082,-98082}
minimo {98081,-98081}
minimo {98080,-98080}
minimo {98079,-98079}
minimo {98078,-98078}
minimo {98077,-98077}
minimo {98076,-98076}
minimo {98075,-98075}
minimo {98074,-98074}
minimo {98073,-98073}
minimo {98072,-98072}
minimo {98071,-98071}
minimo {98070,-98070}
minimo {98069,-98069}
minimo {98068,-98068}
minimo {98067,-98067}
minimo {98066,-98066}
minimo {98065,-98065}
minimo {98064,-98064}
minimo {98063,-98063}
minimo {98062,-98062}
minimo {98061,-98061}
minimo {98060,-98060}
minimo {98059,-98059}
minimo {98058,-98058}
minimo {98057,-98057}
minimo {98056,-98056}
minimo {98055,-98055}
minimo {98054,-98054}
minimo {98053,-98053}
minimo {98052,-98052}
minimo {98051,-98051}
minimo {98050,-98050}
minimo {98049,-98049}
minimo {98048,-98048}
minimo {98047,-98047}
minimo {98046,-98046}
minimo {98045,-98045}
minimo {98044,-98044}
minimo {98043,-98043}
minimo {98042,-98042}
minimo {98041,-98041}
minimo {98040,-98040}
minimo {98039,-98039}
minimo {98038,-98038}
minimo {98037,-98037}
minimo {98036,-98036}
minimo {98035,-98035}
minimo {98034,-98034}
minimo {98033,-98033}
minimo {98032,-98032}
minimo {98031,-98031}
minimo {98030,-98030}
minimo {98029,-98029}
minimo {98028,-98028}
minimo {98027,-98027}
minimo {98026,-98026}
minimo {98025,-98025}
minimo {98024,-98024}
minimo {98023,-98023}
minimo {98022,-98022}
minimo {98021,-98021}
minimo {98020,-98020}
minimo {98019,-98019}
minimo {98018,-98018}
minimo {98017,-98017}
minimo {98016,-98016}
minimo {98015,-98015}
minimo {98014,-98014}
minimo {98013,-98013}
minimo {98012,-98012}
minimo {98011,-98011}
minimo {98010,-98010}
minimo {98009,-98009}
minimo {98008,-98008}
minimo {98007,-98007}
minimo {98006,-98006}
minimo {98005,-98005}
minimo {98004,-98004}
minimo {98003,-98003}
minimo {98002,-98002}
minimo {98001,-98001}
minimo {98000,-98000}
minimo {97999,-97999}
minimo {97998,-97998}
minimo {97997,-97997}
minimo {97996,-97996}
minimo {97995,-97995}
minimo {97994,-97994}
minimo {97993,-97993}
minimo {97992,-97992}
minimo {97991,-97991}
minimo {97990,-97990}
minimo {97989,-97989}
minimo {97988,-97988}
minimo {97987,-97987}
minimo {97986,-97986}
minimo {97985,-97985}
minimo {97984,-97984}
minimo {97983,-97983}
minimo {97982,-97982}
minimo {97981,-97981}
minimo {97980,-97980}
minimo {97979,-97979}
minimo {97978,-97978}
minimo {97977,-97977}
minimo {97976,-97976}
minimo {97975,-97975}
minimo {97974,-97974}
minimo {97973,-97973}
minimo {97972,-97972}
minimo {97971,-97971}
minimo {97970,-97970}
minimo {97969,-97969}
minimo {97968,-97968}
minimo {97967,-97967}
minimo {97966,-97966}
minimo {97965,-97965}
minimo {97964,-97964}
minimo {97963,-97963}
minimo {97962,-97962}
minimo {97961,-97961}
minimo {97960,-97960}
minimo {97959,-97959}
minimo {97958,-97958}
minimo {97957,-97957}
minimo {97956,-97956}
minimo {97955,-97955}
minimo {97954,-97954}
